class,seed,pretrain_seed,method,auroc,auprc
class_Statin,51,2,finlayson_structure,0.8933333333333333,0.5294117647058824
class_Statin,51,2,finlayson_expression,0.75,0.512987012987013
class_Statin,51,2,finlayson_concat,0.8533333333333333,0.5217391304347826
class_SSRI,42,0,finlayson_structure,0.42666666666666664,0.022727272727272728
class_SSRI,42,0,finlayson_expression,0.6799999999999999,0.030024509803921566
class_SSRI,42,0,finlayson_concat,0.4733333333333333,0.018294573643410854
class_SSRI,42,1,finlayson_structure,0.88,0.1
class_SSRI,42,1,finlayson_expression,0.8066666666666666,0.048924731182795694
class_SSRI,42,1,finlayson_concat,0.89,0.08125
class_SSRI,42,2,finlayson_structure,0.20666666666666667,0.01652892561983471
class_SSRI,42,2,finlayson_expression,0.4,0.015953453453453455
class_SSRI,42,2,finlayson_concat,0.2733333333333333,0.013382594417077176
class_SSRI,43,0,finlayson_structure,0.37333333333333335,0.015337763012181618
class_SSRI,43,0,finlayson_expression,0.4666666666666667,0.02325858778625954
class_SSRI,43,0,finlayson_concat,0.33999999999999997,0.014609094535301157
class_SSRI,43,1,finlayson_structure,0.6566666666666666,0.027500922849760058
class_SSRI,43,1,finlayson_expression,0.6766666666666666,0.04995579133510168
class_SSRI,43,1,finlayson_concat,0.6633333333333333,0.02827380952380952
class_SSRI,43,2,finlayson_structure,0.35,0.014719848053181387
class_SSRI,43,2,finlayson_expression,0.39,0.015909090909090907
class_SSRI,43,2,finlayson_concat,0.35666666666666663,0.01486949080017116
class_SSRI,44,0,finlayson_structure,0.7733333333333333,0.5142857142857142
class_SSRI,44,0,finlayson_expression,0.6699999999999999,0.08195488721804511
class_SSRI,44,0,finlayson_concat,0.7566666666666666,0.5133333333333333
class_SSRI,44,1,finlayson_structure,0.8866666666666666,0.5277777777777778
class_SSRI,44,1,finlayson_expression,0.7666666666666666,0.09825870646766169
class_SSRI,44,1,finlayson_concat,0.8833333333333333,0.527027027027027
class_SSRI,44,2,finlayson_structure,0.5633333333333334,0.5075187969924813
class_SSRI,44,2,finlayson_expression,0.69,0.03543776057176891
class_SSRI,44,2,finlayson_concat,0.6366666666666667,0.10934579439252337
class_SSRI,45,0,finlayson_structure,0.7333333333333334,0.2623456790123457
class_SSRI,45,0,finlayson_expression,0.6233333333333333,0.06490134994807892
class_SSRI,45,0,finlayson_concat,0.7366666666666666,0.13782051282051283
class_SSRI,45,1,finlayson_structure,0.8666666666666667,0.5238095238095238
class_SSRI,45,1,finlayson_expression,0.75,0.09722222222222221
class_SSRI,45,1,finlayson_concat,0.8333333333333334,0.5192307692307693
class_SSRI,45,2,finlayson_structure,0.5566666666666666,0.2574626865671642
class_SSRI,45,2,finlayson_expression,0.6133333333333333,0.03767876787678768
