se,n_pos,prev,struct,expr,blend,expr_minus_struct,blend_gain,family
Flatulence,221,0.4138576779026217,0.5976175675480317,0.5236436181747214,0.5450970754485132,-0.0739739493733103,-0.0525204920995185,other
Fluid retention,81,0.1516853932584269,0.5048919412421987,0.5336712724497861,0.5062000926607255,0.0287793312075873,0.0013081514185268,other
Flushing,181,0.3389513108614232,0.603947224265569,0.5405443475811121,0.5608752132471476,-0.0634028766844568,-0.0430720110184214,other
Foetor hepaticus,40,0.0749063670411985,0.4635121457489878,0.3649797570850203,0.4104251012145749,-0.0985323886639675,-0.0530870445344129,systemic/organ
Folliculitis,43,0.0805243445692883,0.7741202102969734,0.6225548240420594,0.7482593662672287,-0.151565386254914,-0.0258608440297447,other
Fracture,41,0.0767790262172284,0.7109780834116658,0.6138128926928215,0.6918814624251719,-0.0971651907188443,-0.0190966209864938,other
Fungal infection,64,0.1198501872659176,0.6379321808510638,0.6095079787234042,0.6435837765957446,-0.0284242021276596,0.0056515957446807,other
Fungal skin infection,29,0.0543071161048689,0.6489586889723455,0.4297029702970297,0.6044383748719699,-0.2192557186753158,-0.0445203141003756,other
Furuncle,34,0.0636704119850187,0.5346470588235294,0.4880588235294117,0.5356470588235294,-0.0465882352941176,0.001,other
Gait disturbance,87,0.1629213483146067,0.6276839209030831,0.4873614646815295,0.5702640849597573,-0.1403224562215536,-0.0574198359433257,other
Galactorrhoea,54,0.1011235955056179,0.8187114197530864,0.7857638888888889,0.8295910493827161,-0.0329475308641974,0.0108796296296297,on-target/neuro-endocrine
Gamma-glutamyltransferase increased,61,0.1142322097378277,0.4981804318441756,0.5248674314629328,0.5023394447717742,0.0266869996187572,0.0041590129275985,other
Gastric ulcer,40,0.0749063670411985,0.4730263157894737,0.4043522267206478,0.4432186234817814,-0.0686740890688258,-0.0298076923076922,other
Gastritis,137,0.2565543071161049,0.5785544871205575,0.4960561878320983,0.5176230487782456,-0.082498299288459,-0.0609314383423118,other
Gastroenteritis,109,0.2041198501872659,0.6043173232595791,0.5536751214247166,0.5841985968699407,-0.0506422018348624,-0.0201187263896384,other
Gastrointestinal disorder,343,0.6423220973782772,0.6075893334147421,0.5596751789721124,0.5842199258162503,-0.0479141544426297,-0.0233694075984918,other
Gastrointestinal haemorrhage,119,0.2228464419475655,0.5851371874050825,0.4982484560089096,0.5195504707907259,-0.0868887313961728,-0.0655867166143565,other
Gastrointestinal pain,340,0.6367041198501873,0.6268192844147968,0.5114463311097636,0.542919951485749,-0.1153729533050332,-0.0838993329290478,other
Gastrooesophageal reflux disease,80,0.149812734082397,0.5972191629955947,0.5450440528634362,0.5657764317180617,-0.0521751101321585,-0.031442731277533,other
Generalised oedema,42,0.0786516853932584,0.4758517228029423,0.5846399535423925,0.506145954316686,0.1087882307394502,0.0302942315137436,systemic/organ
Gingival bleeding,44,0.0823970037453183,0.525974025974026,0.4157235621521336,0.4866419294990723,-0.1102504638218924,-0.0393320964749536,other
Gingivitis,61,0.1142322097378277,0.5250060652271862,0.4756871035940803,0.4800194087269954,-0.0493189616331058,-0.0449866565001907,other
Glaucoma,56,0.1048689138576779,0.635011954572624,0.5293260609683204,0.6100941422594143,-0.1056858936043037,-0.0249178123132097,other
Glossitis,66,0.1235955056179775,0.5044677544677545,0.4934926184926185,0.483067858067858,-0.0109751359751359,-0.0213998963998964,other
Glycosuria,66,0.1235955056179775,0.630989380989381,0.5415695415695415,0.5993589743589743,-0.0894198394198394,-0.0316304066304066,other
Gout,76,0.1423220973782771,0.631205470006895,0.421081360606757,0.4841128476212364,-0.2101241094001379,-0.1470926223856585,other
Grand mal convulsion,37,0.0692883895131086,0.5846429930936974,0.5256403284572299,0.5711022894121486,-0.0590026646364675,-0.0135407036815488,other
Gynaecomastia,108,0.2022471910112359,0.6432576943140323,0.6302382194400975,0.6571683185532952,-0.0130194748739348,0.0139106242392628,other
Haematemesis,65,0.1217228464419475,0.6168607511891094,0.4013777267508611,0.504805642119075,-0.2154830244382483,-0.1120551090700344,other
Haematochezia,28,0.0524344569288389,0.4029503105590062,0.463579898362507,0.4499576510446075,0.0606295878035008,0.0470073404856013,systemic/organ
Haematocrit decreased,28,0.0524344569288389,0.5271033314511575,0.6619847543760586,0.6559853190287973,0.1348814229249011,0.1288819875776398,systemic/organ
Haematoma,41,0.0767790262172284,0.561915598872013,0.4531242269826349,0.4970563498738436,-0.1087913718893781,-0.0648592489981694,systemic/organ
Haematuria,165,0.3089887640449438,0.6247515808491417,0.5146423585447975,0.5507760532150776,-0.1101092223043442,-0.0739755276340641,other
Haemoglobin,168,0.3146067415730337,0.6192753057507155,0.5828129065833983,0.6001496226906063,-0.0364623991673171,-0.0191256830601092,systemic/organ
Haemoglobin decreased,55,0.1029962546816479,0.5620041753653444,0.4343139115581704,0.4796356044790282,-0.127690263807174,-0.0823685708863161,systemic/organ
Haemolytic anaemia,92,0.1722846441947565,0.6513132008656305,0.5093694668502853,0.5891943734015346,-0.1419437340153452,-0.0621188274640959,other
Haemoptysis,58,0.1086142322097378,0.6151477832512315,0.4825412923790206,0.5446247464503042,-0.1326064908722109,-0.0705230368009273,other
Haemorrhage,169,0.3164794007490636,0.6081705438923564,0.5884250628191618,0.6058847369700899,-0.0197454810731945,-0.0022858069222664,other
Haemorrhage intracranial,30,0.0561797752808988,0.7313492063492064,0.5663359788359789,0.7087301587301587,-0.1650132275132275,-0.0226190476190477,other
Haemorrhoids,41,0.0767790262172284,0.3878691930935536,0.5109088210557562,0.3973680304754366,0.1230396279622025,0.009498837381883,other
Hallucination,163,0.3052434456928839,0.6668595902303507,0.6317364774362113,0.6526549038413838,-0.0351231127941393,-0.0142046863889668,other
Headache,463,0.8670411985018727,0.6213914154473276,0.5361847108569343,0.6067897666778207,-0.0852067045903932,-0.0146016487695068,other
Hearing impaired,78,0.146067415730337,0.6465924426450742,0.5679262258209627,0.6352339181286549,-0.0786662168241114,-0.0113585245164192,other
Hepatic enzyme increased,77,0.1441947565543071,0.53727016965529,0.6148796498905909,0.6014663673306999,0.0776094802353009,0.0641961976754099,systemic/organ
Hepatic failure,129,0.2415730337078651,0.5820652694037707,0.5373145755574696,0.5721504450186621,-0.044750693846301,-0.0099148243851086,systemic/organ
Hepatic function abnormal,91,0.1704119850187266,0.4929923349787909,0.5052216406618212,0.5106541314216257,0.0122293056830302,0.0176617964428347,systemic/organ
Hepatic necrosis,44,0.0823970037453183,0.4725417439703154,0.5780612244897959,0.5207792207792208,0.1055194805194805,0.0482374768089053,systemic/organ
Hepatic steatosis,26,0.048689138576779,0.539748637189582,0.4470775287704421,0.4972743791641429,-0.0926711084191398,-0.042474258025439,systemic/organ
Hepatitis,204,0.3820224719101123,0.6152109328579917,0.544949494949495,0.5655525846702317,-0.0702614379084967,-0.0496583481877599,other
Hepatitis cholestatic,32,0.0599250936329588,0.5150647410358566,0.5271414342629482,0.5391558764940239,0.0120766932270915,0.0240911354581672,other
Hepatobiliary disease,193,0.3614232209737827,0.6012793824928206,0.5565009952441007,0.576907297950253,-0.0447783872487199,-0.0243720845425676,other
Hepatocellular injury,77,0.1441947565543071,0.5250504418994572,0.5060672369206287,0.5217255392310097,-0.0189832049788284,-0.0033249026684474,other
Hepatomegaly,52,0.097378277153558,0.5636370890520268,0.495531439514842,0.5664698372167252,-0.0681056495371847,0.0028327481646983,other
Hepatotoxicity,73,0.1367041198501872,0.6811428401628383,0.5300864707455502,0.6222625026000654,-0.1510563694172881,-0.0588803375627728,other
Hernia,28,0.0524344569288389,0.4815076228119707,0.4827075098814229,0.4625917560700169,0.0011998870694522,-0.0189158667419537,other
Herpes simplex,67,0.1254681647940075,0.5563936207612901,0.4232158266483429,0.4838761225989964,-0.1331777941129471,-0.0725174981622936,other
Herpes zoster,64,0.1198501872659176,0.6195811170212766,0.4884308510638298,0.5506316489361702,-0.1311502659574468,-0.0689494680851063,other
Hiccups,69,0.1292134831460674,0.6330060776063581,0.4777310269596385,0.573601371357332,-0.1552750506467196,-0.059404706249026,other
Hirsutism,39,0.0730337078651685,0.7043771043771043,0.5970991970991971,0.6555814555814556,-0.1072779072779072,-0.0487956487956486,other
Hostility,38,0.0711610486891385,0.65794779286927,0.4620118845500849,0.6065365025466893,-0.195935908319185,-0.0514112903225806,other
Hot flush,108,0.2022471910112359,0.6005912015301687,0.481111980525126,0.5223874108850635,-0.1194792210050426,-0.0782037906451051,other
Hyperacusis,25,0.046816479400749,0.7067976424361493,0.6404715127701375,0.6959528487229862,-0.0663261296660118,-0.010844793713163,other
Hyperaesthesia,60,0.1123595505617977,0.4726441631504922,0.5732419127988748,0.5710618846694797,0.1005977496483825,0.0984177215189874,other
Hyperbilirubinaemia,77,0.1441947565543071,0.673221745431811,0.5007530762454175,0.5699508369092614,-0.1724686691863934,-0.1032709085225496,systemic/organ
Hypercalcaemia,43,0.0805243445692883,0.6697295505139014,0.5737223511580543,0.6231231942405153,-0.0960071993558471,-0.046606356273386,other
Hypercholesterolaemia,82,0.1535580524344569,0.6248650982085042,0.4966814159292035,0.5543924023311029,-0.1281836822793007,-0.0704726958774013,other
Hyperglycaemia,172,0.3220973782771535,0.6450436849543878,0.4699826545034049,0.5040472825388668,-0.1750610304509828,-0.140996402415521,other
Hyperhidrosis,266,0.49812734082397,0.6165974638087757,0.5598557962069352,0.5777269666704073,-0.0567416676018405,-0.0388704971383683,other
Hyperkalaemia,67,0.1254681647940075,0.5650867717089072,0.4668413819553197,0.512512384544089,-0.0982453897535874,-0.0525743871648182,systemic/organ
Hyperkinesia,73,0.1367041198501872,0.6574153864440019,0.5555225388524054,0.6185184084628413,-0.1018928475915964,-0.0388969779811605,other
Hyperlipidaemia,53,0.099250936329588,0.5933785745106499,0.5081787157258856,0.5366178951084613,-0.0851998587847643,-0.0567606794021886,other
Hypernatraemia,26,0.048689138576779,0.5863113264688069,0.5128709872804361,0.5455784373107209,-0.0734403391883707,-0.040732889158086,other
Hyperreflexia,27,0.0505617977528089,0.7628022499817372,0.5960990576375191,0.7232814668712105,-0.166703192344218,-0.0395207831105266,other
Hypersensitivity,353,0.6610486891385767,0.5695929131516754,0.480459518257086,0.495578545380558,-0.0891333948945893,-0.0740143677711173,other
Hypertension,256,0.4794007490636704,0.5666872751798561,0.5540551933453237,0.564242356115108,-0.0126320818345323,-0.002444919064748,other
Hyperthyroidism,27,0.0505617977528089,0.4473664986485499,0.4338519979545621,0.4100372561911024,-0.0135145006939877,-0.0373292424574475,other
Hypertonia,84,0.1573033707865168,0.5503174603174604,0.4102380952380952,0.4191269841269841,-0.1400793650793652,-0.1311904761904763,other
Hypertriglyceridaemia,47,0.0880149812734082,0.5292935471187034,0.525012014504784,0.5614487308314038,-0.0042815326139193,0.0321551837127004,other
Hyperuricaemia,73,0.1367041198501872,0.6148931744569578,0.4791846194990045,0.5442902564407334,-0.1357085549579532,-0.0706029180162244,other
Hyperventilation,45,0.0842696629213483,0.5947739150193138,0.5471483753692343,0.5834583049306976,-0.0476255396500794,-0.0113156100886161,other
Hypoaesthesia,182,0.3408239700374532,0.591673951048951,0.4914616633366633,0.5160152347652348,-0.1002122877122877,-0.0756587162837162,other
Hypocalcaemia,63,0.1179775280898876,0.5743268291038992,0.5547467394601152,0.5866275738887204,-0.0195800896437839,0.0123007447848212,other
Hypoglycaemia,120,0.2247191011235955,0.581219806763285,0.5215378421900162,0.5533615136876006,-0.0596819645732688,-0.0278582930756844,other
Hypokalaemia,133,0.249063670411985,0.5876474227963925,0.5130032062700391,0.5268782929893312,-0.0746442165263533,-0.0607691298070612,systemic/organ
Hypokinesia,52,0.097378277153558,0.5649537184806894,0.5153606766677306,0.5536626236833706,-0.0495930418129588,-0.0112910947973188,other
Hypomagnesaemia,46,0.0861423220973782,0.7702245188880968,0.6375178189593728,0.7705808980755524,-0.132706699928724,0.0003563791874555,other
Hypomania,26,0.048689138576779,0.8542549969715323,0.6394609327680194,0.8345699576014536,-0.2147940642035128,-0.0196850393700787,on-target/neuro-endocrine
Hyponatraemia,128,0.2397003745318352,0.6617341440886699,0.5429879926108374,0.591248460591133,-0.1187461514778325,-0.0704856834975369,other
Hypophosphataemia,43,0.0805243445692883,0.6503575995831953,0.615071283095723,0.6860228295363047,-0.0352863164874722,0.0356652299531093,other
Hyporeflexia,28,0.0524344569288389,0.4654856013551665,0.3458498023715415,0.3891869000564653,-0.119635798983625,-0.0762987012987012,other
Hypotension,273,0.5112359550561798,0.6272718341683859,0.5769020251778872,0.5908803839838322,-0.0503698089904987,-0.0363914501845537,other
Hypothermia,27,0.0505617977528089,0.7098400175323253,0.4163927240850317,0.6506684198991891,-0.2934472934472936,-0.0591715976331361,other
Hypothyroidism,50,0.0936329588014981,0.5685123966942148,0.5005371900826446,0.5301239669421488,-0.0679752066115702,-0.038388429752066,other
Hypotonia,30,0.0561797752808988,0.6265873015873016,0.4601851851851852,0.5813492063492063,-0.1664021164021163,-0.0452380952380953,other
Hypoxia,32,0.0599250936329588,0.6056399402390438,0.5748256972111554,0.6283615537848606,-0.0308142430278883,0.0227216135458168,other
Ileus,48,0.0898876404494382,0.5726594650205762,0.492326817558299,0.5287637174211248,-0.0803326474622772,-0.0438957475994513,other
Ileus paralytic,25,0.046816479400749,0.7722593320235757,0.7894695481335954,0.8007072691552064,0.0172102161100197,0.0284479371316307,other
Ill-defined disorder,224,0.4194756554307116,0.5204061059907834,0.4585685483870967,0.464501728110599,-0.0618375576036866,-0.0559043778801843,other
Immune system disorder,202,0.3782771535580524,0.4881307407849219,0.5134647500894667,0.5087677442443039,0.0253340093045447,0.020637003459382,other
Inappropriate antidiuretic hormone secretion,49,0.0917602996254681,0.7709236271828319,0.6056806227645698,0.7208079107931833,-0.1652430044182621,-0.0501157163896486,other
Increased appetite,117,0.2191011235955056,0.6531390272397466,0.5682633380475107,0.608723277788026,-0.0848756891922358,-0.0444157494517205,other
Infection,273,0.5112359550561798,0.6003256003256003,0.5769721976618528,0.590234797131349,-0.0233534026637475,-0.0100908031942513,other
Infestation,171,0.3202247191011236,0.6102331126254572,0.6108130749279075,0.6364119665555072,0.0005799623024502,0.02617885393005,other
Inflammation,71,0.1329588014981273,0.6011620478812398,0.4337602287591641,0.521278861071396,-0.1674018191220757,-0.0798831868098438,other
Influenza,154,0.2883895131086142,0.5321086807928912,0.4813397129186603,0.4890123034859877,-0.0507689678742309,-0.0430963773069034,other
Influenza like illness,82,0.1535580524344569,0.5532592272825383,0.4925804014677314,0.5275469458234405,-0.0606788258148068,-0.0257122814590977,other
Injection site pain,39,0.0730337078651685,0.5635327635327634,0.4396788396788397,0.5031857031857032,-0.1238539238539236,-0.0603470603470601,other
Injection site reaction,56,0.1048689138576779,0.590406455469217,0.4868499701135684,0.5474073520621637,-0.1035564853556485,-0.0429991034070532,other
Injury,89,0.1666666666666666,0.5141522535033456,0.5448049488700921,0.5604342885999242,0.0306526953667465,0.0462820350965785,other
Insomnia,319,0.5973782771535581,0.6011518553619596,0.4907778668805131,0.5183203324342057,-0.1103739884814464,-0.0828315229277538,other
Interstitial lung disease,62,0.1161048689138576,0.7123769819573537,0.5711796063422635,0.6510388190267906,-0.1411973756150901,-0.061338162930563,other
Intestinal obstruction,49,0.0917602996254681,0.5033031769408794,0.423690300862613,0.4505785819482432,-0.0796128760782663,-0.0527245949926362,other
Irritability,103,0.1928838951310861,0.5842362534633838,0.5991710404793549,0.6255265469781273,0.014934787015971,0.0412902935147434,other
Jaundice,183,0.3426966292134831,0.5924836143415378,0.5065464792240749,0.5283732660781841,-0.0859371351174629,-0.0641103482633537,other
Jaundice cholestatic,74,0.1385767790262172,0.5855757931844888,0.5643654524089308,0.5701821386603996,-0.021210340775558,-0.0153936545240892,other
Joint swelling,35,0.0655430711610486,0.4438018894932722,0.4981963927855712,0.4096192384769539,0.054394503292299,-0.0341826510163182,other
Keratitis,54,0.1011235955056179,0.566820987654321,0.4996141975308642,0.4975308641975309,-0.0672067901234567,-0.06929012345679,other
Lacrimal disorder,30,0.0561797752808988,0.4286375661375662,0.4931878306878307,0.4201058201058201,0.0645502645502645,-0.008531746031746,other
Lacrimation increased,63,0.1179775280898876,0.6181377009402488,0.5294712364776059,0.5675192936339434,-0.0886664644626429,-0.0506184073063054,other
Laryngeal oedema,36,0.0674157303370786,0.6384426595269969,0.53603302097278,0.6221552878179384,-0.1024096385542168,-0.0162873717090584,systemic/organ
Laryngeal pain,51,0.095505617977528,0.5305484512645638,0.5119961027889417,0.5148784151341697,-0.0185523484756221,-0.0156700361303941,other
Laryngitis,54,0.1011235955056179,0.6411265432098766,0.4486496913580247,0.541087962962963,-0.1924768518518519,-0.1000385802469135,other
Laryngospasm,44,0.0823970037453183,0.6529220779220779,0.5317717996289424,0.6295454545454546,-0.1211502782931355,-0.0233766233766232,other
Lethargy,111,0.2078651685393258,0.5247375034609078,0.5692075053777181,0.5770025344493429,0.0444700019168103,0.0522650309884351,other
Leukocytoclastic vasculitis,35,0.0655430711610486,0.52642427712568,0.4230174634984254,0.4527912968794733,-0.1034068136272545,-0.0736329802462066,other
Leukocytosis,63,0.1179775280898876,0.5971421831294442,0.5032184140464395,0.5584538132308833,-0.0939237690830047,-0.0386883698985609,other
Leukopenia,254,0.4756554307116105,0.6415494938132733,0.5444460067491563,0.570627109111361,-0.0971034870641169,-0.0709223847019122,systemic/organ
Libido decreased,109,0.2041198501872659,0.6099298434970318,0.4763950350782515,0.5225256341068538,-0.1335348084187803,-0.087404209390178,on-target/neuro-endocrine
Libido increased,43,0.0805243445692883,0.7086629091081325,0.5570975228532185,0.6764079003457585,-0.151565386254914,-0.0322550087623739,on-target/neuro-endocrine
Liver disorder,49,0.0917602996254681,0.4849147906585314,0.4516726278140122,0.4383757626762045,-0.0332421628445191,-0.0465390279823269,other
Liver function test abnormal,138,0.2584269662921348,0.5307239057239057,0.4727894890938369,0.4875750256185038,-0.0579344166300688,-0.0431488801054018,other
Liver injury,68,0.1273408239700374,0.5477783388033324,0.5062484221156274,0.5415299166877051,-0.041529916687705,-0.0062484221156272,other
Loss of consciousness,246,0.4606741573033708,0.6178579494128273,0.5554426377597109,0.5707853432700993,-0.0624153116531164,-0.047072606142728,other
Loss of libido,31,0.0580524344569288,0.5434489835182453,0.5903931251202462,0.5919322773039184,0.0469441416020008,0.048483293785673,on-target/neuro-endocrine
Lower respiratory tract infection,30,0.0561797752808988,0.5404761904761906,0.5292989417989418,0.5984126984126984,-0.0111772486772487,0.0579365079365078,other
Lung disorder,38,0.0711610486891385,0.5881260611205432,0.5530029711375212,0.5838285229202038,-0.035123089983022,-0.0042975382003394,other
Lymphadenopathy,93,0.1741573033707865,0.5992734011167191,0.5605539706922196,0.5899105161777973,-0.0387194304244995,-0.0093628849389217,other
Lymphoma,25,0.046816479400749,0.6477799607072691,0.4450294695481335,0.6018074656188606,-0.2027504911591355,-0.0459724950884085,other
Lymphopenia,46,0.0861423220973782,0.7412241625089094,0.6155114041339985,0.729864575908767,-0.1257127583749109,-0.0113595866001424,other
Malaise,230,0.4307116104868914,0.513758581235698,0.5216962242562929,0.5236842105263159,0.0079376430205949,0.0099256292906179,other
Malnutrition,226,0.4232209737827715,0.6002758303643259,0.5376106194690267,0.5583697276175152,-0.0626652108952992,-0.0419061027468106,other
Mania,60,0.1123595505617977,0.6287623066104079,0.624929676511955,0.6419127988748242,-0.0038326300984529,0.0131504922644163,on-target/neuro-endocrine
Mediastinal disorder,229,0.4288389513108614,0.5961342973727539,0.5452645142816235,0.5546567399241177,-0.0508697830911304,-0.0414775574486362,other
Melaena,88,0.1647940074906367,0.5970240521810029,0.4858591520587036,0.5519262128006522,-0.1111649001222991,-0.0450978393803506,other
Memory impairment,56,0.1048689138576779,0.5045203227734609,0.6034817692767482,0.5838687985654513,0.0989614465032873,0.0793484757919903,other
Menopausal symptoms,109,0.2041198501872659,0.5909983810037777,0.4983917970858068,0.530728548300054,-0.0926065839179708,-0.0602698327037236,other
Menorrhagia,58,0.1086142322097378,0.5712836858881484,0.531331498116488,0.5554187192118226,-0.0399521877716603,-0.0158649666763257,other
Menstrual disorder,53,0.099250936329588,0.6147569921154826,0.5822382614835445,0.598713372298278,-0.0325187306319381,-0.0160436198172045,other
Menstruation irregular,37,0.0692883895131086,0.7457175485344499,0.6849203328076567,0.7948229920060906,-0.0607972157267932,0.0491054434716407,other
Mental disability,85,0.1591760299625468,0.5465740862046378,0.5423817633957815,0.5452115812917595,-0.0041923228088562,-0.0013625049128782,other
Mental disorder,231,0.4325842696629213,0.5795722429385797,0.5366393782235367,0.5483262611975483,-0.0429328647150429,-0.0312459817410313,other
Metabolic acidosis,25,0.046816479400749,0.7010609037328095,0.4411001964636542,0.6311198428290766,-0.2599607072691552,-0.0699410609037328,systemic/organ
Metrorrhagia,52,0.097378277153558,0.5951563996169805,0.574050430896904,0.59627353973827,-0.0211059687200765,0.0011171401212894,other
Micturition urgency,42,0.0786516853932584,0.6578590785907859,0.464237320944638,0.5609272164150213,-0.1936217576461478,-0.0969318621757645,other
Migraine,121,0.2265917602996254,0.5517379384867829,0.5394713145098353,0.5421927841034158,-0.0122666239769475,-0.0095451543833671,other
Mood swings,114,0.2134831460674157,0.5228070175438597,0.4914786967418547,0.4978070175438597,-0.031328320802005,-0.025,other
Mouth ulceration,91,0.1704119850187266,0.5122665145238509,0.4325651774861707,0.4310520179594672,-0.0797013370376801,-0.0812144965643836,other
Mucosal inflammation,43,0.0805243445692883,0.7833562260218823,0.7276085823899967,0.8119641926774971,-0.0557476436318855,0.0286079666556148,other
Multiple fractures,41,0.0767790262172284,0.7109780834116658,0.6138128926928215,0.6918814624251719,-0.0971651907188443,-0.0190966209864938,other
Muscle contractions involuntary,28,0.0524344569288389,0.6226002258610954,0.627046866177301,0.6167419536984755,0.0044466403162055,-0.0058582721626199,other
Muscle relaxant therapy,30,0.0561797752808988,0.6265873015873016,0.4601851851851852,0.5813492063492063,-0.1664021164021163,-0.0452380952380953,other
Muscle rigidity,31,0.0580524344569288,0.8012569742833321,0.6711344834220483,0.795741678958507,-0.1301224908612838,-0.005515295324825,on-target/neuro-endocrine
Muscle spasms,225,0.4213483146067415,0.5709169363538296,0.5148076231571378,0.5326573175116864,-0.0561093131966917,-0.0382596188421431,other
Muscle twitching,68,0.1273408239700374,0.6311537490532694,0.5650088361524868,0.6040456955314314,-0.0661449129007826,-0.0271080535218379,other
Muscular weakness,127,0.2378277153558052,0.5824256611658186,0.4627870533382344,0.4872216525759832,-0.1196386078275841,-0.0952040085898353,other
Musculoskeletal chest pain,26,0.048689138576779,0.4778921865536038,0.5018927922471229,0.4711538461538461,0.024000605693519,-0.0067383403997576,other
Musculoskeletal discomfort,309,0.5786516853932584,0.6353398058252426,0.5209061488673139,0.5517727436174038,-0.1144336569579287,-0.0835670622078388,other
Musculoskeletal disorder,26,0.048689138576779,0.4953058752271351,0.6707298606904906,0.6116747425802544,0.1754239854633554,0.1163688673531193,other
Musculoskeletal pain,81,0.1516853932584269,0.5644945902488213,0.5186275311367291,0.551658354454528,-0.0458670591120922,-0.0128362357942932,other
Musculoskeletal stiffness,68,0.1273408239700374,0.641788689724817,0.555036606917445,0.6127240595809139,-0.0867520828073719,-0.029064630143903,other
Myalgia,266,0.49812734082397,0.6261081809000112,0.5022584446190101,0.5275782740433173,-0.123849736281001,-0.0985299068566939,other
Mydriasis,55,0.1029962546816479,0.8390206870373885,0.7099259821598026,0.7877775669007401,-0.1290947048775859,-0.0512431201366484,on-target/neuro-endocrine
Myocardial infarction,165,0.3089887640449438,0.6174755686950809,0.5124579124579125,0.532627083846596,-0.1050176562371684,-0.0848484848484849,other
Myocardial ischaemia,65,0.1217228464419475,0.6489092996555684,0.5201574544858127,0.597605379694932,-0.1287518451697556,-0.0513039199606364,other
Myoclonus,45,0.0842696629213483,0.6734832992501705,0.5274255850942968,0.6416723471938196,-0.1460577141558736,-0.0318109520563508,other
Myopathy,50,0.0936329588014981,0.5842561983471074,0.5681818181818181,0.5820661157024793,-0.0160743801652892,-0.002190082644628,other
Myositis,35,0.0655430711610486,0.6135699971371313,0.5539650730031491,0.6107643859146865,-0.0596049241339822,-0.0028056112224448,other
Nail disorder,46,0.0861423220973782,0.5890502494654312,0.5965787598004276,0.6111903064861012,0.0075285103349964,0.02214005702067,other
Nasal congestion,95,0.1779026217228464,0.602997242536866,0.5064620549094833,0.5551372737081884,-0.0965351876273827,-0.0478599688286776,other
Nasopharyngitis,131,0.245318352059925,0.5080218968423844,0.5597901236906409,0.5515882787490766,0.0517682268482564,0.0435663819066921,other
Nausea,481,0.900749063670412,0.6875220648805555,0.5492488133997568,0.6302514415721963,-0.1382732514807986,-0.0572706233083591,other
Neck pain,75,0.1404494382022472,0.4813362381989833,0.4783442265795207,0.4659114015976761,-0.0029920116194625,-0.0154248366013072,other
Necrosis,37,0.0692883895131086,0.6096579476861167,0.6024797433248137,0.6208059165805645,-0.007178204361303,0.0111479688944478,other
Neoplasm,93,0.1741573033707865,0.6121717504205983,0.5553361129397996,0.6051252042035453,-0.0568356374807987,-0.007046546217053,other
Neoplasm malignant,69,0.1292134831460674,0.5822035218949664,0.6069814555088049,0.6154901044101605,0.0247779336138385,0.0332865825151941,other
Nephrolithiasis,63,0.1179775280898876,0.6282816028038958,0.4774037003336366,0.5405587571192667,-0.1508779024702591,-0.087722845684629,systemic/organ
Nephropathy,30,0.0561797752808988,0.3869047619047619,0.5173941798941799,0.4092592592592593,0.130489417989418,0.0223544973544974,systemic/organ
Nephrotic syndrome,29,0.0543071161048689,0.6796176169341072,0.4798907476954592,0.6121543188801639,-0.1997268692386479,-0.0674632980539432,systemic/organ
Nervous system disorder,301,0.5636704119850188,0.636818616058061,0.5354255486005162,0.5597365006487673,-0.1013930674575448,-0.0770821154092936,other
Nervousness,202,0.3782771535580524,0.6369736371227483,0.5431826315161636,0.5706638434927831,-0.0937910056065847,-0.0663097936299652,other
Neuralgia,58,0.1086142322097378,0.5753042596348885,0.4659881193856853,0.5199579831932772,-0.1093161402492032,-0.0553462764416112,other
Neuritis,55,0.1029962546816479,0.5934332890491554,0.5215031315240084,0.6109698234959196,-0.0719301575251469,0.0175365344467641,other
Neuroleptic malignant syndrome,40,0.0749063670411985,0.8237854251012146,0.8132591093117408,0.8420546558704454,-0.0105263157894737,0.0182692307692308,on-target/neuro-endocrine
Neuropathy peripheral,168,0.3146067415730337,0.5798855061150143,0.5629716367421286,0.5824388498568827,-0.0169138693728857,0.0025533437418683,other
Neutropenia,158,0.2958801498127341,0.6902269054672772,0.5801575545381092,0.6363116078642607,-0.1100693509291679,-0.0539152976030165,other
Night sweats,48,0.0898876404494382,0.518218449931413,0.4508744855967078,0.478866598079561,-0.0673439643347051,-0.0393518518518519,other
Nightmare,77,0.1441947565543071,0.6528176418767228,0.5453408735684446,0.5893034755179176,-0.1074767683082781,-0.0635141663588051,other
Nocturia,82,0.1535580524344569,0.5515594647096913,0.4532969997841571,0.4811137491905892,-0.0982624649255341,-0.070445715519102,other
Non-Hodgkin's lymphoma,26,0.048689138576779,0.7103270745003029,0.3944579043004239,0.6310569351907935,-0.3158691701998789,-0.0792701393095093,other
Nuchal rigidity,39,0.0730337078651685,0.6533022533022533,0.5193991193991194,0.601864801864802,-0.1339031339031339,-0.0514374514374513,other
Nystagmus,47,0.0880149812734082,0.6229193062169601,0.5174974878762725,0.5621040674559832,-0.1054218183406876,-0.0608152387609769,other
Ocular hyperaemia,26,0.048689138576779,0.5950938824954572,0.5349030890369473,0.544442761962447,-0.0601907934585099,-0.0506511205330102,other
Oculogyric crisis,25,0.046816479400749,0.828369351669941,0.7073477406679765,0.8440864440078586,-0.1210216110019645,0.0157170923379176,on-target/neuro-endocrine
