se,struct_s1,expr_s1,struct_s2,expr_s2,adv,struct,expr,bin
Endocrine disorder,0.569962444962445,0.5248963998964,0.5534835534835535,0.5662716912716912,-0.016138953638953624,0.5617229992229993,0.5455840455840456,0.55-0.60
Endophthalmitis,0.5557528166609764,0.488426083987709,0.6053260498463638,0.5119153294639809,-0.0803687265278252,0.5805394332536702,0.500170706725845,0.55-0.60
Eosinophilia,0.6117475639741371,0.5192787542118205,0.5838812494308352,0.4804662599034697,-0.09794189964484107,0.5978144067024862,0.4998725070576451,0.55-0.60
Epigastric discomfort,0.6173108328796951,0.6276537833424061,0.6300127018689893,0.6533599467731204,0.016845097683421018,0.6236617673743422,0.6405068650577632,0.60-0.65
Epistaxis,0.6373272701071205,0.5224248634973501,0.6370710774502426,0.5273405601011961,-0.11231646197940848,0.6371991737786815,0.5248827117992731,0.60-0.65
Erectile dysfunction,0.6812574612017508,0.5520732192598488,0.6834381217668126,0.5569598089932352,-0.12783127735773975,0.6823477914842817,0.554516514126542,0.65-0.70
Eructation,0.5946825396825397,0.5193650793650794,0.6121825396825397,0.5291534391534392,-0.07917328042328042,0.6034325396825397,0.5242592592592592,0.60-0.65
Erythema,0.5054664289958407,0.5177658942364824,0.5407754010695187,0.4897504456327985,-0.01936274509803923,0.5231209150326797,0.5037581699346405,0.50-0.55
Erythema multiforme,0.5479957569509808,0.486322143038561,0.5496989526840274,0.4811229139587348,-0.06512482631885619,0.5488473548175041,0.4837225284986479,0.50-0.55
Erythema nodosum,0.5275038351961429,0.5968295711885456,0.5516107823800132,0.5564321718167872,0.03707356271458839,0.5395573087880781,0.5766308715026665,0.50-0.55
Euphoric mood,0.675330396475771,0.5759911894273128,0.6642345814977973,0.608535242290749,-0.07751927312775331,0.6697824889867842,0.5922632158590309,0.65-0.70
Extrapyramidal disorder,0.817671809256662,0.69474832476235,0.8230325697366371,0.6810347514414835,-0.1324606513947328,0.8203521894966496,0.6878915381019168,>0.70
Extrasystoles,0.5291681890147364,0.5416311452117079,0.5302236836763691,0.5949742215726871,0.03860674704664474,0.5296959363455527,0.5683026833921975,0.50-0.55
Extravasation,0.5902016932270917,0.5563994023904382,0.5899526892430279,0.5737674302788844,-0.024993774900398502,0.5900771912350598,0.5650834163346613,0.55-0.60
Eye disorder,0.5565844681634156,0.5412145748987854,0.55576002944424,0.5336326831063672,-0.01874861980125142,0.5561722488038278,0.5374236290025763,0.55-0.60
Eye haemorrhage,0.5557786702365015,0.4682619366354306,0.6217648371262828,0.4651383311021865,-0.12207161981258363,0.5887717536813921,0.46670013386880854,0.55-0.60
Eye irritation,0.557256543833296,0.5714468343507303,0.5265748346064113,0.5686023842244877,0.02810892006775534,0.5419156892198537,0.570024609287609,0.50-0.55
Eye pain,0.524056603773585,0.4805960548885077,0.539729845626072,0.511771012006861,-0.0357096912521441,0.5318932246998285,0.4961835334476844,0.50-0.55
Eye pruritus,0.573380086200599,0.6253195996785741,0.5194681861348528,0.6828840674994522,0.10767769742128724,0.5464241361677259,0.6541018335890132,0.50-0.55
Eyelid oedema,0.6109792855768614,0.4974668120310396,0.6251523119348424,0.5362021419867888,-0.10123132174693772,0.618065798755852,0.5168344770089142,0.60-0.65
Face oedema,0.5979030501089324,0.4815203859321506,0.617433084344849,0.4424019607843137,-0.14570689386865857,0.6076680672268907,0.46196117335823217,0.60-0.65
Faecal incontinence,0.5207766285610597,0.4789814310772394,0.5449706647311438,0.4777717292687352,-0.05449706647311442,0.5328736466461017,0.4783765801729873,0.50-0.55
Fatigue,0.598245215944331,0.5890023447545571,0.6029347250586188,0.581726041903033,-0.01522577717267981,0.6005899705014749,0.5853641933287951,0.60-0.65
Febrile neutropenia,0.7081581160639192,0.6995992677979519,0.6675901647454608,0.7525849700687677,0.03821797852866976,0.68787414040469,0.7260921189333598,0.65-0.70
Feeling abnormal,0.5803271569195135,0.5224232773595832,0.5712362478286045,0.5301968731905038,-0.049471627099015536,0.575781702374059,0.5263100752750435,0.55-0.60
Feeling hot,0.4717948717948718,0.542035742035742,0.4988862988862989,0.474022274022274,0.022688422688422666,0.48534058534058533,0.508029008029008,<0.50
Flank pain,0.5254223968565814,0.5820825147347741,0.457524557956778,0.6367779960707268,0.11795677799607077,0.4914734774066797,0.6094302554027504,<0.50
Flat affect,0.6036617961511048,0.5093995010691376,0.5785816108339273,0.537731646471846,-0.0675561297220243,0.591121703492516,0.5235655737704918,0.55-0.60
Flatulence,0.6115536408714383,0.5338354560305322,0.6104549462940744,0.519711448108366,-0.08423084151330723,0.6110042935827563,0.5267734520694491,0.60-0.65
Fluid retention,0.5442182432616575,0.5800016351892732,0.5547924672280816,0.5750688142152454,0.028029869457389722,0.5495053552448695,0.5775352247022593,0.50-0.55
Flushing,0.5841798006041351,0.5253940181240511,0.590158546319628,0.5115896890113157,-0.06867731989419817,0.5871691734618816,0.5184918535676835,0.55-0.60
Foetor hepaticus,0.4617408906882591,0.4116902834008097,0.4798076923076923,0.3618421052631578,-0.08400809716599195,0.47077429149797567,0.3867661943319838,<0.50
Folliculitis,0.7283190451380666,0.6409794913086724,0.7321081797944394,0.6184341401032539,-0.10050679676028984,0.730213612466253,0.6297068157059631,>0.70
Fracture,0.6907435808638006,0.6026814426359275,0.7419482511255133,0.5206550239944591,-0.1546776826794637,0.716345915994657,0.5616682333151932,>0.70
Fungal infection,0.6064494680851064,0.542785904255319,0.5994348404255319,0.5664561170212765,-0.048321143617021334,0.602942154255319,0.5546210106382978,0.60-0.65
Fungal skin infection,0.6480710139979515,0.3485148514851485,0.6616592693752135,0.4858996244452031,-0.2376579037214067,0.6548651416865825,0.4172072379651758,0.65-0.70
Furuncle,0.5863529411764706,0.4834705882352941,0.5749411764705882,0.4796470588235294,-0.09908823529411764,0.5806470588235294,0.48155882352941176,0.55-0.60
Gait disturbance,0.6406695980868626,0.5419270230656483,0.616909665972383,0.5211756537838463,-0.09723829360487546,0.6287896320296228,0.5315513384247473,0.60-0.65
Galactorrhoea,0.7800540123456791,0.7822916666666667,0.819753086419753,0.7843749999999999,-0.01657021604938269,0.799903549382716,0.7833333333333333,>0.70
Gamma-glutamyltransferase increased,0.5830242955671854,0.5612241361383565,0.5221987315010571,0.5770977021453576,0.016549405607735823,0.5526115135341212,0.5691609191418571,0.55-0.60
Gastric ulcer,0.4879048582995951,0.4275303643724696,0.4862854251012145,0.4261133603238866,-0.060273279352226705,0.4870951417004048,0.4268218623481781,<0.50
Gastritis,0.5638272444795822,0.4853554946772326,0.5742337605030429,0.4826895144238725,-0.08500799794076,0.5690305024913125,0.4840225045505525,0.55-0.60
Gastroenteritis,0.5763842417701026,0.5664112250404749,0.5930922827846735,0.6099730167296276,0.003453858607663174,0.584738262277388,0.5881921208850512,0.55-0.60
Gastrointestinal disorder,0.6087036160761986,0.5502266725688032,0.5968281104513609,0.5650634225268267,-0.04512081571596477,0.6027658632637798,0.557645047547815,0.60-0.65
Gastrointestinal haemorrhage,0.567884985319429,0.484479092841956,0.5804596537410145,0.5395160473828086,-0.06217474941783946,0.5741723195302217,0.5119975701123822,0.55-0.60
Gastrointestinal pain,0.6060491206791996,0.5257731958762887,0.585961188599151,0.4844906003638569,-0.09087325651910252,0.5960051546391754,0.5051318981200728,0.55-0.60
Gastrooesophageal reflux disease,0.5494768722466961,0.5540748898678414,0.5513215859030838,0.5440253303964757,-0.0013491189427313754,0.5503992290748899,0.5490501101321585,0.55-0.60
Generalised oedema,0.4499612853271389,0.5213898567557105,0.4564943863724351,0.5120499419279907,0.06349206349206357,0.453227835849787,0.5167198993418506,<0.50
Gingival bleeding,0.5202458256029685,0.3514842300556586,0.5241651205936919,0.3793599257884972,-0.1567833951762523,0.5222054730983302,0.3654220779220779,0.50-0.55
Gingivitis,0.5294076872422278,0.4981457734031123,0.4992895019582019,0.4976605552282258,-0.016445430284545787,0.5143485946002149,0.49790316431566906,0.50-0.55
Glaucoma,0.6452106993424985,0.498767184698147,0.603332337118948,0.4875597728631201,-0.1311080394500897,0.6242715182307232,0.49316347878063355,0.60-0.65
Glossitis,0.5092916342916343,0.4628010878010878,0.4896723646723646,0.5176443926443927,-0.00925925925925919,0.49948199948199945,0.49022274022274026,<0.50
Glycosuria,0.6778036778036778,0.5523504273504274,0.64996114996115,0.5465552965552966,-0.1144295519295519,0.6638824138824139,0.549452861952862,0.65-0.70
Gout,0.6183348655481498,0.3942197196046885,0.6380429786256033,0.3973511836359457,-0.23240347046655946,0.6281889220868766,0.3957854516203171,0.60-0.65
Grand mal convulsion,0.5804013268802002,0.5295557126543041,0.6336940562292674,0.5813257925933982,-0.05160693893088264,0.6070476915547338,0.5554407526238512,0.60-0.65
Gynaecomastia,0.650321683185533,0.5945705094766128,0.6614284472265692,0.633150756390193,-0.04201443227264817,0.6558750652060511,0.6138606329334029,0.65-0.70
Haematemesis,0.5685747088732163,0.4399868787928489,0.6184024930293588,0.470362473347548,-0.13831392488108907,0.5934886009512875,0.45517467607019846,0.55-0.60
Haematochezia,0.4644268774703557,0.444240542066629,0.4519339356295878,0.4155844155844156,-0.028267927724449443,0.4581804065499717,0.4299124788255223,<0.50
Haematocrit decreased,0.6257763975155279,0.6889469226425748,0.6086956521739131,0.6938876341050254,0.07418125352907962,0.6172360248447205,0.6914172783738002,0.60-0.65
Haematoma,0.5874931974471874,0.4273982090733687,0.53772324741503,0.4595557314599516,-0.11913125216444856,0.5626082224311086,0.4434769702666601,0.55-0.60
Haematuria,0.640009854644001,0.4986285620431963,0.6309435821630944,0.5010757986367742,-0.13562453806356245,0.6354767184035477,0.49985218033998524,0.60-0.65
Haemoglobin,0.6127537080405933,0.5806824095758523,0.6081999739786625,0.5806824095758522,-0.029794431433775692,0.610476841009628,0.5806824095758523,0.60-0.65
Haemoglobin decreased,0.6348832795596888,0.5342190168912507,0.5910419434427785,0.4664642247105712,-0.11262099070032269,0.6129626115012337,0.5003416208009109,0.60-0.65
Haemolytic anaemia,0.6013181192209325,0.5305429864253394,0.6358941569939013,0.5149763918945505,-0.09584644894747196,0.6186061381074168,0.5227596891599449,0.60-0.65
Haemoptysis,0.5968559837728195,0.5041654592871632,0.6118878585917126,0.4544334975369458,-0.12507244277021154,0.604371921182266,0.47929947841205445,0.60-0.65
Haemorrhage,0.6508389397746616,0.5662316608575828,0.608105698305909,0.5799140795979574,-0.056399448812515185,0.6294723190402853,0.5730728702277701,0.60-0.65
Haemorrhage intracranial,0.6975529100529101,0.5763227513227513,0.6985449735449736,0.5808201058201058,-0.11947751322751327,0.6980489417989418,0.5785714285714285,0.65-0.70
Haemorrhoids,0.5174887448671647,0.5720081135902637,0.4933458665215455,0.5597882550833622,0.06048087864245785,0.5054173056943551,0.5658981843368129,0.50-0.55
Hallucination,0.647214459345493,0.6159939146395912,0.6434937906173002,0.6020868817488796,-0.036313726787161216,0.6453541249813965,0.6090403981942354,0.60-0.65
Headache,0.6123566452711952,0.5780731907644572,0.6164025187844127,0.5714416086149728,-0.039622182338088896,0.614379582027804,0.5747573996897151,0.60-0.65
Hearing impaired,0.6767037786774629,0.5379554655870445,0.660481331533963,0.5783850652271705,-0.11042228969860546,0.668592555105713,0.5581702654071075,0.65-0.70
Hepatic enzyme increased,0.5538662650260024,0.5881951746284351,0.5303930205461934,0.5671374577282673,0.03553667339225325,0.542129642786098,0.5776663161783512,0.50-0.55
Hepatic failure,0.5761316872427984,0.5481290075605321,0.5750215331610681,0.5173700832615561,-0.04282706479088916,0.5755766102019333,0.532749545411044,0.55-0.60
Hepatic function abnormal,0.5204028477166175,0.4625803090814377,0.5532954630020093,0.4780095750750379,-0.06655421328107558,0.5368491553593133,0.4702949420782378,0.50-0.55
Hepatic necrosis,0.5236549165120594,0.5915584415584416,0.5097866419294991,0.5719851576994435,0.0650510204081633,0.5167207792207793,0.5817717996289425,0.50-0.55
Hepatic steatosis,0.5454270139309509,0.3843882495457298,0.6008479709267112,0.373182919442762,-0.19435190793458515,0.573137492428831,0.37878558449424593,0.55-0.60
Hepatitis,0.5790998217468806,0.5124331550802139,0.5818924539512775,0.5339720736779561,-0.05729352346999406,0.580496137849079,0.523202614379085,0.55-0.60
Hepatitis cholestatic,0.4962026892430279,0.5128237051792829,0.5115164342629482,0.5249003984063745,0.01500249003984061,0.5038595617529881,0.5188620517928286,0.50-0.55
Hepatobiliary disease,0.5889110054244603,0.5576405877258293,0.6071140959992707,0.5461534955100056,-0.04611550909394807,0.5980125507118654,0.5518970416179174,0.55-0.60
Hepatocellular injury,0.524709426241155,0.4821108869248913,0.5469038620023303,0.4779050271391628,-0.05579868708971564,0.5358066441217426,0.48000795703202703,0.50-0.55
Hepatomegaly,0.6028167890201085,0.4978056176188956,0.553622725821896,0.4907835939993616,-0.08392515161187364,0.5782197574210022,0.4942946058091286,0.55-0.60
Hepatotoxicity,0.6271357679850237,0.5428342198318129,0.6084747273645738,0.4820966927168454,-0.10533979140046956,0.6178052476747987,0.5124654562743292,0.60-0.65
Hernia,0.5062817617165443,0.5299265951439864,0.5070581592320722,0.5662055335968379,0.04139610389610393,0.5066699604743082,0.5480660643704122,0.50-0.55
Herpes simplex,0.5415641279682955,0.4057336444117741,0.5604205950973186,0.4805522707660839,-0.10784940394387799,0.550992361532807,0.443142957588929,0.55-0.60
Herpes zoster,0.6112034574468085,0.5252992021276596,0.6547539893617021,0.4971409574468085,-0.1217586436170213,0.6329787234042553,0.511220079787234,0.60-0.65
Hiccups,0.6642979585476079,0.4740532959326788,0.6413900576593424,0.5056568489948574,-0.16298893563970704,0.6528440081034752,0.48985507246376814,0.65-0.70
Hirsutism,0.6991452991452992,0.5776741776741776,0.7017353017353017,0.6010878010878011,-0.1110593110593111,0.7004403004403005,0.5893809893809894,>0.70
Hostility,0.7227292020373515,0.4410547538200339,0.7331812393887945,0.4709783531409168,-0.27193866723259763,0.7279552207130731,0.4560165534804753,>0.70
Hot flush,0.614849591375413,0.5129977395235611,0.5957224830464267,0.5264953921057207,-0.08553947139627893,0.6052860372109199,0.519746565814641,0.60-0.65
Hyperacusis,0.6326129666011788,0.5614931237721021,0.6875442043222004,0.6213752455795678,-0.06864440078585465,0.6600785854616896,0.591434184675835,0.65-0.70
Hyperaesthesia,0.5194092827004219,0.5422995780590717,0.5203586497890295,0.5174753867791843,0.010003516174402316,0.5198839662447257,0.529887482419128,0.50-0.55
Hyperbilirubinaemia,0.690499872119128,0.483986473045554,0.7146551479155419,0.4964335445735883,-0.2123675012077638,0.7025775100173349,0.4902100088095711,>0.70
Hypercalcaemia,0.6747027897503909,0.596078245630654,0.6706294699947899,0.5755221901198314,-0.08686591199734767,0.6726661298725904,0.5858002178752427,0.65-0.70
Hypercholesterolaemia,0.59038420030218,0.5024282322469242,0.5445715519102093,0.4815454349233758,-0.07549104252104463,0.5674778761061947,0.49198683358515005,0.55-0.60
Hyperglycaemia,0.6686849543877682,0.5007227290247976,0.6608634202749583,0.4754272131568804,-0.1766992162405242,0.6647741873313633,0.488074971090839,0.65-0.70
Hyperhidrosis,0.6251262484569633,0.571512737066547,0.6033694310402873,0.5609780047132757,-0.0480024688587139,0.6142478397486253,0.5662453708899113,0.60-0.65
Hyperkalaemia,0.5489149541372367,0.448975678353415,0.5600690338457606,0.436798875003995,-0.11160471731279362,0.5544919939914986,0.442887276678705,0.55-0.60
Hyperkinesia,0.6649332897512852,0.4913974979942352,0.645410513178617,0.525242920393427,-0.14685169227111997,0.6551719014649511,0.5083202091938311,0.65-0.70
Hyperlipidaemia,0.6314282352018201,0.4320793943435452,0.5856117365551328,0.4391009296669674,-0.17292982387322015,0.6085199858784764,0.4355901620052563,0.60-0.65
Hypernatraemia,0.5799515445184736,0.4415505754088431,0.5766959418534222,0.4164900060569352,-0.14930345245305876,0.5783237431859479,0.42902029073288916,0.55-0.60
Hyperreflexia,0.7446855139162831,0.5723573672291621,0.7864708890349916,0.6290452187888086,-0.16487690846665204,0.7655782014756374,0.6007012930089853,>0.70
Hypersensitivity,0.5204012959166107,0.530621507833409,0.556915468048143,0.507817757813845,-0.019438749158749824,0.5386583819823768,0.5192196328236269,0.50-0.55
Hypertension,0.5409032149280576,0.5424488534172662,0.5802607913669064,0.5527624775179856,-0.01297633767985612,0.560582003147482,0.5476056654676259,0.55-0.60
Hyperthyroidism,0.5101176126817152,0.438088976550515,0.5196142888450581,0.4804587625100445,-0.05559208123310691,0.5148659507633866,0.4592738695302797,0.50-0.55
Hypertonia,0.5857936507936508,0.4073544973544973,0.5854232804232804,0.4185449735449735,-0.17265873015873018,0.5856084656084656,0.4129497354497354,0.55-0.60
Hypertriglyceridaemia,0.5401284459784176,0.579710778103019,0.5182838918257678,0.5714972257416226,0.046397833020228096,0.5292061689020927,0.5756040019223208,0.50-0.55
Hyperuricaemia,0.6653790152438118,0.4997177071880663,0.6682910884616527,0.4877722639883516,-0.17309006626452333,0.6668350518527323,0.49374498558820895,0.65-0.70
Hyperventilation,0.6099977277891389,0.4929334242217678,0.6293569643262895,0.5752329016132698,-0.0855941831401954,0.6196773460577142,0.5340831629175188,0.60-0.65
Hypoaesthesia,0.5749406843156843,0.4972371378621378,0.5569274475524476,0.51306505994006,-0.06078296703296707,0.5659340659340659,0.5051510989010989,0.55-0.60
Hypocalcaemia,0.5995012300744785,0.5415023758972803,0.5961311630101439,0.52266370100765,-0.06573315808984603,0.5978161965423112,0.5320830384524652,0.55-0.60
Hypoglycaemia,0.5932568438003221,0.5121779388083736,0.580475040257649,0.5394927536231885,-0.06103059581320447,0.5868659420289855,0.525835346215781,0.55-0.60
Hypokalaemia,0.6235726473290459,0.4940468377927361,0.6301164382277389,0.4983593647460296,-0.13064144150900955,0.6268445427783924,0.49620310126938283,0.60-0.65
Hypokinesia,0.5829077561442707,0.5265320778806256,0.5412543887647622,0.5485157995531439,-0.024557133737631687,0.5620810724545164,0.5375239387168848,0.55-0.60
Hypomagnesaemia,0.7605131860299359,0.6584550962223805,0.7082590876692801,0.6478528153955809,-0.0812321810406273,0.7343861368496081,0.6531539558089807,>0.70
Hypomania,0.878558449424591,0.6465021199273168,0.8219261053906723,0.6409751665657177,-0.20650363416111445,0.8502422774076317,0.6437386432465173,>0.70
Hyponatraemia,0.6605795874384237,0.5709475061576355,0.6815540332512315,0.5450854371921182,-0.11305033866995079,0.6710668103448276,0.5580164716748768,0.65-0.70
Hypophosphataemia,0.6963008572917159,0.6192866954009377,0.683323071093639,0.5693648463032255,-0.09548619334059583,0.6898119641926774,0.5943257708520816,0.65-0.70
Hyporeflexia,0.505081874647092,0.432029926595144,0.4950592885375494,0.442970073404856,-0.06257058159232068,0.5000705815923207,0.4375,0.50-0.55
Hypotension,0.6184862391758944,0.5861647930613447,0.6225422087491054,0.546882236537409,-0.05399070916312304,0.6205142239624999,0.5665235147993768,0.60-0.65
Hypothermia,0.7053838848710643,0.322521732778143,0.6989553656220322,0.4285192490320695,-0.326649134341442,0.7021696252465482,0.37552049090510625,>0.70
Hypothyroidism,0.5558677685950414,0.5337603305785124,0.5834710743801653,0.4497107438016529,-0.07793388429752074,0.5696694214876034,0.4917355371900826,0.55-0.60
Hypotonia,0.567526455026455,0.4512566137566137,0.5877645502645503,0.4535714285714285,-0.12523148148148158,0.5776455026455027,0.4524140211640211,0.55-0.60
Hypoxia,0.5902016932270917,0.5258964143426295,0.6002241035856575,0.5956175298804781,-0.034455926294820804,0.5952128984063746,0.5607569721115537,0.55-0.60
Ileus,0.5652863511659808,0.4697788065843621,0.5540552126200274,0.4852109053497942,-0.08217592592592596,0.5596707818930041,0.4774948559670782,0.55-0.60
Ileus paralytic,0.7701375245579568,0.7633005893909627,0.7859332023575638,0.7801964636542239,-0.006286836935167017,0.7780353634577604,0.7717485265225933,>0.70
Ill-defined disorder,0.5399049539170507,0.4676123271889401,0.5343029953917051,0.4754032258064515,-0.06559619815668213,0.537103974654378,0.4715077764976958,0.50-0.55
Immune system disorder,0.5053381844208518,0.5261541214362401,0.4588452821185733,0.5227991172611237,0.04238488607896937,0.48209173326971255,0.5244766193486818,<0.50
Inappropriate antidiuretic hormone secretion,0.8091731537976016,0.5944456132968652,0.7943614559225752,0.6118241110877339,-0.19863244266778884,0.8017673048600884,0.6031348621922996,>0.70
Increased appetite,0.6418250015372318,0.551394781610609,0.6647809957162475,0.5869355797413351,-0.08413781795076758,0.6533029986267396,0.5691651806759721,0.65-0.70
Infection,0.5847894123756193,0.5650428753877029,0.6021079814183262,0.5920733162112473,-0.01489060109749768,0.5934486968969728,0.5785580957994751,0.55-0.60
Infestation,0.6032091247402253,0.6219129089942487,0.625296022425209,0.6136484461843313,0.0035281040065728853,0.6142525735827171,0.61778067758929,0.60-0.65
Inflammation,0.5690384205883248,0.4683478842819335,0.5702248045508471,0.4872083472758799,-0.09185349679067922,0.5696316125695859,0.4777781157789067,0.55-0.60
Influenza,0.5595181134654819,0.482177033492823,0.5597744360902256,0.50176008202324,-0.06767771701982225,0.5596462747778537,0.4919685577580315,0.55-0.60
Influenza like illness,0.543141592920354,0.4807090438161018,0.5198575437081804,0.4557791927476797,-0.06325545003237645,0.5314995683142671,0.4682441182818907,0.50-0.55
Injection site pain,0.486972286972287,0.4505568505568506,0.5122507122507123,0.4588448588448588,-0.04491064491064495,0.49961149961149964,0.4547008547008547,<0.50
Injection site reaction,0.6152869097429766,0.4880827854154214,0.565002988643156,0.5060893604303647,-0.09305887627017329,0.5901449491930664,0.49708607292289303,0.55-0.60
Injury,0.596010604721626,0.5740184320161595,0.6051761141270042,0.516020704456508,-0.055573791187981336,0.6005933594243151,0.5450195682363338,0.60-0.65
Insomnia,0.5941532405044835,0.5183349128818255,0.6157468834293213,0.521294743748633,-0.08513523365167308,0.6049500619669024,0.5198148283152293,0.60-0.65
Interstitial lung disease,0.6618028977583379,0.5673182066703116,0.6310142154182613,0.5472594313832695,-0.08911973756150904,0.6464085565882995,0.5572888190267906,0.60-0.65
Intestinal obstruction,0.5241321270776351,0.3852724594992636,0.5155480749000632,0.4007994950557542,-0.12680412371134026,0.5198401009888491,0.3930359772775089,0.50-0.55
Irritability,0.5838307841326336,0.6175748428806344,0.5451760412677674,0.6011758610591761,0.04487193926970473,0.5645034127002004,0.6093753519699052,0.55-0.60
Jaundice,0.5806983949060452,0.5313935204645587,0.5941027197857799,0.546572634004328,-0.048417480111469235,0.5874005573459126,0.5389830772344433,0.55-0.60
Jaundice cholestatic,0.6017038777908343,0.5580493537015276,0.6329024676850764,0.5784958871915393,-0.04903055229142189,0.6173031727379554,0.5682726204465335,0.60-0.65
Joint swelling,0.4798740337818494,0.4761523046092184,0.3730890352132837,0.4576581734898369,0.04042370455196112,0.42648153449756654,0.46690523904952763,<0.50
Keratitis,0.6352237654320988,0.4731867283950616,0.6114197530864198,0.5046682098765433,-0.13439429012345688,0.6233217592592593,0.48892746913580243,0.60-0.65
Lacrimal disorder,0.4136243386243386,0.481547619047619,0.4315476190476191,0.5281746031746032,0.08227513227513222,0.42258597883597887,0.5048611111111111,<0.50
Lacrimation increased,0.63084285377279,0.5951875442321303,0.5985576112964649,0.5634752131567419,-0.035368853840191394,0.6147002325346275,0.5793313786944361,0.60-0.65
Laryngeal oedema,0.5910307898259706,0.5331883087907183,0.6214859437751004,0.5194667559125391,-0.07993083444890675,0.6062583668005355,0.5263275323516288,0.60-0.65
Laryngeal pain,0.4559736938253562,0.5398855194251614,0.5081394876791296,0.4865424430641821,0.031157390492428827,0.48205659075224294,0.5132139812446718,<0.50
Laryngitis,0.5554012345679012,0.4701774691358025,0.5795138888888889,0.4495370370370369,-0.10760030864197537,0.567457561728395,0.45985725308641967,0.55-0.60
Laryngospasm,0.6286641929499073,0.5590909090909091,0.6263450834879407,0.5032467532467533,-0.09633580705009281,0.627504638218924,0.5311688311688312,0.60-0.65
Lethargy,0.5591548995804314,0.5677379507166742,0.5731476157008072,0.595148339829191,0.015291887632313317,0.5661512576406194,0.5814431452729326,0.55-0.60
Leukocytoclastic vasculitis,0.4484969939879759,0.3751503006012024,0.5168050386487261,0.3862009733753221,-0.10197537933008871,0.48265101631835094,0.38067563698826223,<0.50
Leukocytosis,0.6101506419977757,0.5114076770127725,0.602669093114953,0.5131264112155831,-0.09414282344218655,0.6064098675563643,0.5122670441141778,0.60-0.65
Leukopenia,0.6585629921259842,0.5065382452193474,0.6573115860517436,0.485025309336333,-0.1621555118110237,0.657937289088864,0.49578177727784023,0.65-0.70
Libido decreased,0.586810577441986,0.514214786832164,0.6022665947112791,0.5250512682137074,-0.0749055585536968,0.5945385860766326,0.5196330275229357,0.55-0.60
Libido increased,0.6951167527115996,0.5687491119215649,0.682612608345569,0.5670440013261971,-0.1209681239047033,0.6888646805285843,0.5678965566238809,0.65-0.70
Liver disorder,0.5086892488954345,0.4825163054912686,0.5302335367136546,0.5037660424994741,-0.026320218809173207,0.5194613928045446,0.4931411739953714,0.50-0.55
Liver function test abnormal,0.5435697555262773,0.4677389840433319,0.4961755233494364,0.4667325428194993,-0.052636876006441236,0.5198726394378568,0.4672357634314156,0.50-0.55
Liver injury,0.5936632163595051,0.4889863670790204,0.5975448119161828,0.4982643271901035,-0.10197866700328204,0.595604014137844,0.49362534713456196,0.55-0.60
Loss of consciousness,0.6218806458897923,0.5719427506775068,0.6066508581752484,0.5842225609756098,-0.036183096205962106,0.6142657520325203,0.5780826558265583,0.60-0.65
Loss of libido,0.5446033476559995,0.6105944975309434,0.5487077534791253,0.5769896748541012,0.04713653562495995,0.5466555505675623,0.5937920861925223,0.50-0.55
Lower respiratory tract infection,0.4876984126984127,0.5195767195767196,0.4478835978835979,0.5241402116402116,0.05406746031746032,0.46779100529100526,0.5218584656084656,<0.50
Lung disorder,0.5597410865874363,0.5592105263157894,0.6082342954159592,0.4876379456706282,-0.06056345500848895,0.5839876910016977,0.5234242359932088,0.55-0.60
Lymphadenopathy,0.5875210299173433,0.5589691073562041,0.5716236315314657,0.5485090093385023,-0.025833272377051297,0.5795723307244045,0.5537390583473532,0.55-0.60
Lymphoma,0.6158742632612967,0.4425147347740668,0.6703339882121807,0.4724557956777996,-0.1856188605108055,0.6431041257367387,0.4574852652259332,0.60-0.65
Lymphopenia,0.7801585887384177,0.6372059871703493,0.7645224518888097,0.6060673556664291,-0.15070384889522453,0.7723405203136138,0.6216366714183892,>0.70
Malaise,0.5216676201372997,0.4787185354691076,0.5141161327231121,0.4882294050343249,-0.034417906178489666,0.5178918764302058,0.48347397025171623,0.50-0.55
Malnutrition,0.6253304217905988,0.5579100103436387,0.6398115159177106,0.5613722560625215,-0.07292983565107458,0.6325709688541548,0.5596411332030802,0.60-0.65
Mania,0.6391350210970463,0.5547468354430379,0.6601617440225035,0.5982770745428974,-0.07313642756680727,0.649648382559775,0.5765119549929676,0.60-0.65
Mediastinal disorder,0.597508769417997,0.5486863769775931,0.5603407545278831,0.5428878230367242,-0.033137661965781384,0.5789247619729401,0.5457871000071587,0.55-0.60
Melaena,0.6119547492865879,0.4995413779046066,0.590424989808398,0.4819863432531593,-0.11042600896860996,0.6011898695474929,0.490763860578883,0.60-0.65
Memory impairment,0.5589509862522415,0.6176778242677824,0.5116930663478781,0.5916019127316198,0.06931784219964127,0.5353220263000598,0.6046398684997011,0.50-0.55
Menopausal symptoms,0.607620075553157,0.5141068537506747,0.6126497571505667,0.4984349703184025,-0.10386400431732326,0.6101349163518619,0.5062709120345386,0.60-0.65
Menorrhagia,0.5881266299623297,0.5205375253549696,0.5684946392350043,0.5208635178209216,-0.05761011301072144,0.578310634598667,0.5207005215879456,0.55-0.60
Menstrual disorder,0.6166790883772016,0.5475620758639627,0.6342133134585964,0.546346055780018,-0.07849213509590869,0.625446200917899,0.5469540658219904,0.60-0.65
Menstruation irregular,0.7499592147479471,0.6227092283430311,0.6868236445701235,0.6851378541519386,-0.06446788841155043,0.7183914296590352,0.6539235412474849,>0.70
