se,struct_s1,expr_s1,struct_s2,expr_s2,adv,struct,expr,bin
Throat irritation,0.6139293272622331,0.5859680625921888,0.526390046815879,0.5333162316424036,-0.010517539921759855,0.5701596870390561,0.5596421471172962,0.55-0.60
Throat tightness,0.6960932768019382,0.4677468201090248,0.660130224106602,0.4900060569351907,-0.19923531193216237,0.6781117504542702,0.47887643852210776,0.65-0.70
Thrombocytopenia,0.6624807319729046,0.4834895988007863,0.6775981785527413,0.5159447343487054,-0.1703222886880771,0.6700394552628229,0.49971716657474585,0.65-0.70
Thrombocytopenic purpura,0.7258939096267191,0.4990176817288801,0.7023968565815324,0.5019253438113949,-0.21367387033398824,0.7141453831041258,0.5004715127701375,>0.70
Thrombocytosis,0.636759581881533,0.4791424699961285,0.5869628339140535,0.4505903987611305,-0.14699477351916376,0.6118612078977932,0.4648664343786295,0.60-0.65
Thrombophlebitis,0.5431216931216931,0.4446825396825397,0.5288888888888889,0.444074074074074,-0.09162698412698414,0.536005291005291,0.4443783068783068,0.50-0.55
Thrombosis,0.6399350649350649,0.5543135435992579,0.5822820037105751,0.5487940630797774,-0.059554730983302384,0.61110853432282,0.5515538033395176,0.60-0.65
Tinnitus,0.6003221248081687,0.498913588500752,0.6086107607919409,0.5402580037378633,-0.08488064668074716,0.6044664428000548,0.5195857961193077,0.60-0.65
Tongue discolouration,0.7289411764705882,0.558,0.6911176470588235,0.5181764705882353,-0.17194117647058815,0.7100294117647059,0.5380882352941176,>0.70
Tongue disorder,0.6946927066092905,0.5322373018500128,0.6940674537496783,0.4943911140534775,-0.1810658722277392,0.6943800801794844,0.5133142079517452,0.65-0.70
Tongue oedema,0.7016233766233766,0.4771335807050093,0.7024118738404452,0.4325602968460111,-0.24717068645640072,0.7020176252319109,0.4548469387755102,>0.70
Tooth abscess,0.6307272106520997,0.4584499829293273,0.5865483100034141,0.493547285763059,-0.13263912598156374,0.6086377603277568,0.47599863434619316,0.60-0.65
Tooth disorder,0.4844940037870818,0.4323585104144751,0.474647590995161,0.4908899642331159,-0.017946560067325895,0.4795707973911214,0.46162423732379554,<0.50
Toothache,0.5576914675171479,0.4585171916641181,0.5491720913976146,0.4091484992791298,-0.11959893398575733,0.5534317794573813,0.43383284547162393,0.55-0.60
Torsade de pointes,0.7326862804569811,0.5825160920702321,0.7258450443163819,0.5766184747076467,-0.14969837899774208,0.7292656623866816,0.5795672833889394,>0.70
Toxic epidermal necrolysis,0.6381540053207213,0.484592078037245,0.6124371859296482,0.4859961572568726,-0.14000147797812595,0.6252955956251848,0.4852941176470588,0.60-0.65
Transaminases increased,0.4673022095509622,0.5294458303635068,0.5238328581610834,0.480443692088382,0.009377227369921609,0.4955675338560228,0.5049447612259443,<0.50
Transient ischaemic attack,0.5730739450251646,0.5455865272938444,0.5933023615950446,0.5568621757646148,-0.03196380178087499,0.5831881533101047,0.5512243515292297,0.55-0.60
Traumatic liver injury,0.6297029702970297,0.6236940935472858,0.6170023898941618,0.4899283031751451,-0.06654148173438032,0.6233526800955957,0.5568111983612154,0.60-0.65
Tremor,0.6656912415560216,0.5638976240391335,0.6637403913347311,0.5765781504775216,-0.09447792918704878,0.6647158164453764,0.5702378872583276,0.65-0.70
Tubulointerstitial nephritis,0.7335998206814106,0.5821503287507472,0.6952331141661685,0.6181261207411834,-0.11427824267782422,0.7144164674237896,0.6001382247459653,>0.70
Ulcer,0.6799821377826493,0.4484634433483538,0.6007388462631429,0.395648114318191,-0.21830471318962366,0.640360492022896,0.4220557788332724,0.60-0.65
Upper respiratory tract infection,0.5457646671061306,0.4861733684904417,0.542139090309822,0.4793836519446275,-0.06117336849044169,0.5439518787079762,0.4827785102175346,0.50-0.55
Urethral disorder,0.6191479684657368,0.5784414796846574,0.6254851425106125,0.5861127956337174,-0.040039417828987234,0.6223165554881747,0.5822771376591874,0.60-0.65
Urinary incontinence,0.5884885854056258,0.4811710150835712,0.6140440277211577,0.4876936404402772,-0.11683397880146756,0.6012663065633918,0.4844323277619242,0.60-0.65
Urinary retention,0.7033174261083743,0.558901631773399,0.7046066810344828,0.6149553571428572,-0.11703355911330043,0.7039620535714286,0.5869284944581281,>0.70
Urinary tract disorder,0.6385820430614012,0.5754334250072175,0.6281281813623448,0.5811313874158601,-0.055072706000334204,0.633355112211873,0.5782824062115388,0.60-0.65
Urinary tract infection,0.5723702458842533,0.540064285597742,0.5675406679828354,0.5795493481701447,-0.010148640049601032,0.5699554569335443,0.5598068168839434,0.55-0.60
Urine abnormality,0.5876494023904382,0.6081299800796813,0.5436379482071714,0.6599228087649402,0.06838271912350602,0.5656436752988048,0.6340263944223108,0.55-0.60
Urine analysis abnormal,0.5185708847680679,0.521888085268367,0.5176464190548697,0.5139485562020774,-0.00019033117624661644,0.5181086519114688,0.5179183207352223,0.50-0.55
Urine output increased,0.6228269991607721,0.5403668624865124,0.6038124925068936,0.5043759741038245,-0.09094832753866439,0.6133197458338329,0.5223714182951684,0.60-0.65
Urticaria,0.569624240606015,0.5753993849846246,0.5819545488637216,0.5710492762319058,-0.002565064126603067,0.5757893947348682,0.5732243306082652,0.55-0.60
VIIth nerve paralysis,0.4870333844692818,0.5670976696617722,0.5734531375557016,0.5340054058002776,0.02030827671853319,0.5302432610124916,0.5505515377310248,0.50-0.55
Vaginal discharge,0.6788708378724009,0.5153696774499124,0.6834177994600483,0.4930137829773125,-0.17695258845261216,0.6811443186662246,0.5041917302136124,0.65-0.70
Vaginal haemorrhage,0.6040273108515578,0.6217724326759783,0.6310608948809483,0.6280802689495025,0.007382247946487341,0.617544102866253,0.6249263508127404,0.60-0.65
Vaginal infection,0.6293570980841032,0.5154934183631755,0.6173112037718366,0.4997683481863025,-0.11570326765323088,0.62333415092797,0.507630883274739,0.60-0.65
Vaginal inflammation,0.6357323232323232,0.5193001443001443,0.616041366041366,0.5321368446368446,-0.10016835016835013,0.6258868446368446,0.5257184944684945,0.60-0.65
Vascular purpura,0.5510944700460829,0.5027649769585253,0.5615437788018434,0.5507603686635946,-0.029556451612903212,0.5563191244239631,0.5267626728110599,0.55-0.60
Vasculitis,0.5121729651162791,0.5076048588039866,0.567016196013289,0.5441497093023255,-0.013717296511627952,0.539594580564784,0.525877284053156,0.50-0.55
Vasodilation procedure,0.579859212684527,0.6016265718972116,0.5371787862219792,0.6005330781848005,0.042560825587752926,0.5585189994532531,0.6010798250410061,0.55-0.60
Ventricular arrhythmia,0.6256724447101016,0.5640690376569037,0.6242528392109982,0.5707561267184698,-0.05755005977286315,0.6249626419605498,0.5674125821876868,0.60-0.65
Ventricular extrasystoles,0.5562356996404482,0.472617597242445,0.547945205479452,0.4934181202270228,-0.06907259382521619,0.5520904525599502,0.4830178587347339,0.55-0.60
Ventricular fibrillation,0.5513942044833242,0.5265172225259704,0.4730727173318753,0.4800437397484964,-0.008952979770366326,0.5122334609075998,0.5032804811372334,0.50-0.55
Ventricular tachycardia,0.6391137274139481,0.5516856076090808,0.6031395634044641,0.4902297440928788,-0.1001689695582263,0.6211266454092061,0.5209576758509797,0.60-0.65
Vertigo,0.6473734857919167,0.5239584512623118,0.6170610211706102,0.5071040416619496,-0.11668600701913279,0.6322172534812635,0.5155312464621307,0.60-0.65
Viral infection,0.5103966568934721,0.4733596198564351,0.5291005291005291,0.4751794560711758,-0.04547905503319516,0.5197485929970006,0.47426953796380544,0.50-0.55
Vision blurred,0.5998456988555999,0.5269098338405269,0.5900732930435901,0.5196662523395197,-0.07167145285957172,0.594959495949595,0.5232880430900233,0.55-0.60
Visual acuity reduced,0.6138128926928215,0.5099688319398408,0.5855637461039924,0.4689061495077425,-0.1102508286746153,0.5996883193984069,0.4894374907237916,0.55-0.60
Visual impairment,0.5915631533636698,0.5381410650596482,0.6054605829541262,0.557373016849096,-0.0507548272045259,0.598511868158898,0.5477570409543722,0.55-0.60
Vomiting,0.6648694390715667,0.555198259187621,0.6752176015473887,0.5706237911025145,-0.10713249516440998,0.6700435203094777,0.5629110251450677,0.65-0.70
Vulvovaginal candidiasis,0.6987951807228916,0.4082440874609548,0.7202141900937081,0.3919567157518964,-0.30940428380187424,0.7095046854082998,0.40010040160642557,>0.70
Vulvovaginal mycotic infection,0.7227292020373515,0.4854626485568761,0.737160441426146,0.4899724108658744,-0.2422272920203735,0.7299448217317488,0.4877175297113753,>0.70
Weight decreased,0.5999700264766122,0.5810367508700648,0.5827852064010124,0.6015519624331841,-8.325978718787264e-05,0.5913776164388123,0.5912943566516244,0.55-0.60
Weight increased,0.6132168754119973,0.5809162821357944,0.627834541858932,0.5587837837837838,-0.05067567567567555,0.6205257086354646,0.5698500329597891,0.60-0.65
Wheezing,0.5044030044030043,0.5014892514892515,0.5231805231805231,0.5089678839678841,-0.008563196063195944,0.5137917637917637,0.5052285677285677,0.50-0.55
White blood cell count decreased,0.5832291043558651,0.4276469628582304,0.618250040785252,0.5139485562020774,-0.12994181304040467,0.6007395725705585,0.4707977595301539,0.60-0.65
Yawning,0.7082828588734101,0.4510902483343428,0.645442156268928,0.3955178679588128,-0.25355844942459127,0.6768625075711691,0.4233040581465778,0.65-0.70
