se,struct,expr_strongest,expr_exemplar
Pallor,0.6222222222222221,0.535712213519002,0.5724978241949521
Palpitations,0.6876298807831127,0.465602099967188,0.5319479383134639
Pancreatitis,0.6396235521235522,0.46722972972972976,0.5397200772200772
Pancreatitis acute,0.4827791563275434,0.5790570719602979,0.5382630272952854
Pancytopenia,0.6021577380952381,0.562797619047619,0.5550595238095238
Paraesthesia,0.6393068855449157,0.5166666666666666,0.4827405380756954
Paraesthesia oral,0.5678339073861461,0.52822426329889,0.5563528511289706
Paralysis,0.5379643612201752,0.5542132286318333,0.5905164602839023
Paranoia,0.6925396825396826,0.5262433862433862,0.5999470899470899
Parkinsonism,0.7563451776649746,0.5413556285458345,0.6825918184532697
Parosmia,0.3814591395401775,0.47143182335533806,0.4920327794218074
Pelvic pain,0.7014959723820484,0.44971231300345227,0.5491369390103568
Peptic ulcer,0.6279083260806498,0.5527125036263417,0.6107339715694807
Pericardial effusion,0.6875239188672024,0.5135859165709912,0.5321469575200919
Pericarditis,0.5747948322093117,0.39871617778500035,0.42715527748435844
Peripheral coldness,0.6897415953677296,0.5276121337827328,0.483190735459338
Peripheral vascular disorder,0.5323283082077053,0.2518425460636516,0.3895309882747069
Petechiae,0.6343163538873995,0.5339995125517913,0.5856202778454789
Pharyngitis,0.5629395218002813,0.5102203469292077,0.5236052508204407
Phlebitis,0.553448275862069,0.5277726001863933,0.5001863932898416
Photophobia,0.5967278531524342,0.574660814046289,0.560415003990423
Photosensitivity reaction,0.6095149253731343,0.5338152985074627,0.49713152985074627
Platelet count decreased,0.6142396907216494,0.5615335051546392,0.49085051546391756
Pleural effusion,0.6235978835978836,0.48449735449735454,0.529047619047619
Pneumonia,0.6347641287963031,0.45899127684285956,0.44208861541502953
Pollakiuria,0.6353294592731212,0.5770215699793164,0.5528907712006302
Polyp,0.6840611892425364,0.5901184307920059,0.593819393042191
Polyuria,0.6301746710417289,0.562427496602698,0.5888435915282888
Pregnancy,0.6389046883887218,0.461119687982449,0.4931339887868693
Priapism,0.8227553616866594,0.429807342784442,0.6680479825517994
Proctalgia,0.5166964285714285,0.46830357142857143,0.44955357142857144
Prostatic disorder,0.5222780569514238,0.4661641541038526,0.547068676716918
Protein urine present,0.5965097831835008,0.5552176978670897,0.4841353781068218
Proteinuria,0.546254522714075,0.5476392549247331,0.4841202483584223
Prurigo,0.5743073047858942,0.6224100105630942,0.597383602827659
Pruritus,0.584516765285996,0.5787968441814595,0.5220578566732413
Psoriasis,0.5967684659090909,0.4617069128787879,0.48117897727272724
Psychotic disorder,0.626750516784581,0.5169010393920866,0.5198416164439398
Pulmonary embolism,0.6334105861244019,0.40146531100478466,0.450620514354067
Pulmonary fibrosis,0.450620347394541,0.5759801488833747,0.6905210918114144
Pulmonary function test decreased,0.6556756257504387,0.5220282626766417,0.4764939503094117
Pulmonary oedema,0.5420512820512821,0.5454945054945055,0.4629670329670329
Purpura,0.545451864956509,0.46985109833407046,0.49479581306206694
Rash,0.6867657811357543,0.6118449914696564,0.6309529612478674
Rash erythematous,0.6462962962962964,0.44222222222222224,0.47878306878306875
Rash generalised,0.625380991964533,0.4609771866629722,0.6613096887411102
Rash maculo-papular,0.5891818936877076,0.52062569213732,0.5050526024363233
Rash pustular,0.5835253456221198,0.4007776497695852,0.5345622119815667
Rectal haemorrhage,0.6039282341831916,0.579943342776204,0.5489707271010387
Renal failure,0.6522457408363448,0.45069695405265875,0.5042591636551368
Renal failure acute,0.6786207329317269,0.5423883032128514,0.5694026104417671
Renal impairment,0.6645482266088911,0.5140747873535548,0.5117637618359814
Renal pain,0.561395202020202,0.5107323232323232,0.6087436868686869
Respiratory depression,0.6556756257504387,0.5220282626766417,0.4764939503094117
Respiratory distress,0.7048346055979644,0.5380588876772082,0.33834969102144674
Respiratory failure,0.5805253623188406,0.5327445652173913,0.5000452898550725
Respiratory tract infection,0.4935064935064935,0.5785563273935367,0.5032316520688613
Rhabdomyolysis,0.614957507082153,0.49892351274787533,0.4840037771482531
Rhinitis,0.5327818627450981,0.5227187028657617,0.5356570512820513
Rhinorrhoea,0.526080649840441,0.5614157238178126,0.586190890629533
Salivary hypersecretion,0.670016339869281,0.5340686274509804,0.5707107843137255
Scotoma,0.6093121693121694,0.4801058201058201,0.57
Seborrhoeic dermatitis,0.5542736333434009,0.4924192086982785,0.5917245545152522
Sensory loss,0.5915563746021109,0.48746300329480097,0.5112525827888535
Sepsis,0.7151988636363636,0.5311378588516746,0.5441836124401914
Sexual dysfunction,0.5302880495682551,0.5834157273745962,0.5795267286269857
Shock,0.6126529984398006,0.523479904190564,0.465774496231349
Sinus bradycardia,0.48072562358276644,0.5221088435374149,0.5035430839002268
Sinus congestion,0.5266448564158488,0.46579425663395124,0.44572882588149765
Sinusitis,0.5274837909992373,0.517162471395881,0.4947320747520976
Skin discolouration,0.46826054365408143,0.4768217146013335,0.5199037361423443
Skin disorder,0.6040828883468476,0.4907816379897598,0.4887160217109456
Skin exfoliation,0.639251632345555,0.5373765277080195,0.5660472124560523
Skin hyperpigmentation,0.5692866161616161,0.6389678030303031,0.5403251262626262
Skin ulcer,0.5397108338284808,0.5915527827292534,0.45692216280451575
Sleep disorder,0.6039480019258545,0.5549029048306853,0.48287594286631363
Sneezing,0.4684863523573201,0.5456079404466501,0.542332506203474
Somnolence,0.734453502701678,0.5214712295004267,0.5787041425727557
Speech disorder,0.5810481833631895,0.6312525837122778,0.5153644756786551
Stevens-Johnson syndrome,0.5943796641791045,0.49486940298507465,0.513945895522388
Stomatitis,0.6687695618153364,0.5110524256651018,0.5641627543035993
Stupor,0.67578125,0.5297111742424242,0.6180752840909092
Sudden death,0.6277619949494949,0.546322601010101,0.5039457070707071
Suicidal ideation,0.6236507936507937,0.47195767195767196,0.5167195767195767
Suicide attempt,0.6262760495318637,0.6016309272123226,0.6205980066445183
Supraventricular tachycardia,0.4517629952744457,0.5196655761541258,0.5632860777898946
Swelling,0.6009395424836601,0.4805555555555555,0.5340277777777778
Syncope,0.6118035511239395,0.48416863465407156,0.5365608326773375
Systemic lupus erythematosus,0.6838860544217688,0.544359410430839,0.5391156462585034
Tachycardia,0.6879795396419437,0.5244715500469976,0.5171268061293637
Tardive dyskinesia,0.8637581324148489,0.4321660926138538,0.7180443934175278
Tenderness,0.4877076411960133,0.44862579281183934,0.5243128964059196
Tendonitis,0.6247068676716918,0.5586264656616415,0.44137353433835846
Tension,0.6267373485388452,0.5238105844618675,0.6024590163934427
Thinking abnormal,0.614176951813496,0.5931337778408284,0.575258901971911
Thirst,0.5853390269151139,0.5365877329192547,0.5025879917184265
Thrombocytopenia,0.6576171654432524,0.4844042913608131,0.418317334839074
Thrombocytosis,0.6130134496546711,0.44202108324245726,0.40552526354053076
Thrombophlebitis,0.5435481459330144,0.4320050837320574,0.4588815789473684
Thrombosis,0.5906118924253639,0.5909819886503824,0.4783493708364175
Tinnitus,0.6124188311688312,0.4761228354978355,0.5482503607503607
Tongue discolouration,0.689681626390487,0.5800537015726889,0.6022247794399692
Tongue disorder,0.6368146481178396,0.4760126841243863,0.5158040098199673
Tongue oedema,0.6160438144329897,0.48408505154639175,0.5195231958762886
Tooth abscess,0.6367643246046151,0.5627862760349149,0.590182352432806
Tooth disorder,0.47571801566579625,0.6275601972729911,0.5859588047577604
Toothache,0.5016071090943468,0.6281590722883973,0.6613726602382303
Torsade de pointes,0.7760416666666667,0.4840126811594203,0.6383152173913044
Toxic epidermal necrolysis,0.603264708190546,0.518926413268109,0.47429827085567783
Transaminases increased,0.48377267573696137,0.6204648526077098,0.44699546485260766
Transient ischaemic attack,0.5576881134133043,0.5193747728098873,0.4496546710287168
Traumatic liver injury,0.5615590652997137,0.5531541516578923,0.5262769003417382
Tremor,0.67518983418565,0.5283699718846162,0.484846472294171
Tubulointerstitial nephritis,0.7380246528319552,0.4831226920476413,0.4881676808654496
Ulcer,0.6859328754118501,0.6001563634332943,0.5153292008711677
Upper respiratory tract infection,0.6037721422199567,0.5573085255511661,0.5267745635274628
Urethral disorder,0.6028282828282828,0.4919310754604872,0.4588948306595365
Urinary incontinence,0.5918681318681319,0.49970695970695966,0.4919047619047619
Urinary retention,0.7368979774276455,0.5638060118448989,0.5247793049502738
Urinary tract disorder,0.6028282828282828,0.4919310754604872,0.4588948306595365
Urinary tract infection,0.5863682756217171,0.5880112518981355,0.5457419531502825
Urine abnormality,0.5474894131881429,0.5932935787745225,0.6390113214069657
Urine analysis abnormal,0.5686025679307256,0.5251567632128994,0.5698716034637206
Urine output increased,0.5463593504452593,0.5500261917234154,0.5100750829404574
Urticaria,0.5726322885069093,0.5589173213035701,0.5026315107204895
VIIth nerve paralysis,0.5420347394540943,0.45707196029776676,0.6190570719602977
Vaginal discharge,0.6663015463917525,0.463659793814433,0.49020618556701034
Vaginal haemorrhage,0.5779673409700219,0.4780892030221789,0.4985620277845479
Vaginal infection,0.633289935692587,0.4986783445772675,0.5366315540300627
Vaginal inflammation,0.6130112311930492,0.46073320618775165,0.5137529137529138
Vascular purpura,0.5375251004016065,0.47527610441767065,0.5012863955823293
Vasculitis,0.5598044351318316,0.6155753448576917,0.5120656539200279
Vasodilation procedure,0.556612006798034,0.5174773781636122,0.5219787791098249
Ventricular arrhythmia,0.6243421052631579,0.48064692982456136,0.4751644736842105
Ventricular extrasystoles,0.5442565247252747,0.4987122252747253,0.49111435439560447
Ventricular fibrillation,0.5260541067511576,0.4859858640019498,0.4159395564221301
Ventricular tachycardia,0.6611468301435407,0.47095544258373206,0.4376495215311004
Vertigo,0.6355917366946778,0.4939819677871149,0.5062149859943977
Viral infection,0.5355079217148182,0.5296365330848088,0.4430568499534017
Vision blurred,0.5965565583106984,0.6073118373784281,0.5509506702882677
Visual acuity reduced,0.6060689845856086,0.47929771203428495,0.5330752747632543
Visual impairment,0.6286125516894748,0.5454067761760069,0.5392383084690777
Vomiting,0.6476973243400188,0.5959708759547953,0.5028811363737883
Vulvovaginal candidiasis,0.7371369949494949,0.5,0.5692866161616161
Vulvovaginal mycotic infection,0.700507614213198,0.5282173783218871,0.5365780830098537
Weight decreased,0.5607084357084358,0.5361895986895987,0.5556664619164619
Weight increased,0.6342992713099475,0.5708475561042923,0.48149224102452365
Wheezing,0.5269360269360269,0.5204000792236086,0.4325113883937413
White blood cell count decreased,0.5172845907873131,0.5566502463054187,0.493129375162043
